,tweet,Full_Date,source,text,tweet_url,name,doggo,floofer,pupper,puppo,date,demonaiter,numerator,stage,photo_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,retweet_count,favorite_count
121,850019790995546112,2017-04-06 16:18:05+00:00,Twitter for iPhone,Say hello to Boomer. He's a sandy pupper. Having a h*ckin blast.,"https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1,https://twitter.com/dog_rates/status/850019790995546112/photo/1",Boomer,,,pupper,,2017-04-06,10.0,12.0,pupper,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,3,Shetland_sheepdog,0.759907,1,collie,0.107405,1,Pembroke,0.0523353,1,5459,21944
122,848690551926992896,2017-04-03 00:16:10+00:00,Twitter for iPhone,Please stop sending in animals other than dogs. We only rate dogs. Not Furry Ecuadorian Sea Turtles. Thank you...,https://twitter.com/dog_rates/status/848690551926992896/photo/1,others,,,,,2017-04-03,10.0,12.0,,https://pbs.twimg.com/media/C8cnjHuXsAAoZQf.jpg,1,flat-coated_retriever,0.8236479999999999,1,Newfoundland,0.100571,1,groenendael,0.0383096999999999,1,4826,27104
123,848324959059550208,2017-04-02 00:03:26+00:00,Twitter for iPhone,Meet Odin. He's supposed to be giving directions but he'd rather look at u like that. Should probably buckle pup.,https://twitter.com/dog_rates/status/848324959059550208/photo/1,Odin,,,,,2017-04-02,10.0,12.0,,https://pbs.twimg.com/media/C8XbDR1WAAAxND8.jpg,1,malamute,0.5445760000000001,1,Siberian_husky,0.2902679999999999,1,Eskimo_dog,0.154421,1,4037,20229
124,847842811428974592,2017-03-31 16:07:33+00:00,Twitter for iPhone,"This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow.","https://www.gofundme.com/help-save-rontu,https://twitter.com/dog_rates/status/847842811428974592/photo/1",Rontu,,,,,2017-03-31,10.0,12.0,,https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg,1,Bernese_mountain_dog,0.951337,1,Greater_Swiss_Mountain_dog,0.0168491,1,Appenzeller,0.0108492,1,1522,5935
125,847251039262605312,2017-03-30 00:56:03+00:00,Twitter for iPhone,This is Furzey. He's doing an elevated sandy zoom. Adjusts ears to steer.,"https://twitter.com/dog_rates/status/847251039262605312/photo/1,https://twitter.com/dog_rates/status/847251039262605312/photo/1",Furzey,,,,,2017-03-30,10.0,12.0,,https://pbs.twimg.com/media/C8IKUjAUwAEP-En.jpg,1,Airedale,0.49538,1,Irish_terrier,0.316456,1,Lakeland_terrier,0.1585329999999999,1,4800,22036
126,847157206088847362,2017-03-29 18:43:12+00:00,Twitter for iPhone,Meet Daisy. She's been pup for adoption for months now but hasn't gotten any applications.,"https://www.petfinder.com/petdetail/37334596,https://twitter.com/dog_rates/status/847157206088847362/photo/1,https://twitter.com/dog_rates/status/847157206088847362/photo/1",Dothersisy,,,,,2017-03-29,10.0,11.0,,https://pbs.twimg.com/media/C8G0_CMWsAAjjAY.jpg,2,Staffordshire_bullterrier,0.219609,1,American_Staffordshire_terrier,0.178671,1,pug,0.123271,1,6572,21588
127,846874817362120707,2017-03-29 00:01:05+00:00,Twitter for iPhone,"This is Tuck. As you can see, he's rather h*ckin rare. Taken seriously until his legs are seen. Tail stuck in a permanent zoom.","https://twitter.com/dog_rates/status/846874817362120707/photo/1,https://twitter.com/dog_rates/status/846874817362120707/photo/1",Tuck,,,,,2017-03-29,10.0,13.0,,https://pbs.twimg.com/media/C8C0JYHW0AAy-7u.jpg,2,Shetland_sheepdog,0.450539,1,papillon,0.1879279999999999,1,collie,0.140068,1,4404,21685
128,846514051647705089,2017-03-28 00:07:32+00:00,Twitter for iPhone,This is Barney. He's an elder doggo. Hitches a ride when he gets tired. Waves goodbye before he leaves.,"https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1,https://twitter.com/dog_rates/status/846514051647705089/photo/1",Bothersrney,doggo,,,,2017-03-28,10.0,13.0,doggo,https://pbs.twimg.com/media/C79sB4xXwAEvwKY.jpg,2,golden_retriever,0.650003,1,Leonberg,0.0651992,1,Norfolk_terrier,0.0529553,1,13076,48410
129,846153765933735936,2017-03-27 00:15:53+00:00,Twitter for iPhone,This is Vixen. He really likes bananas. Steals them when he thinks nobody's watching.,"https://twitter.com/dog_rates/status/846153765933735936/photo/1,https://twitter.com/dog_rates/status/846153765933735936/photo/1",Vixen,,,,,2017-03-27,10.0,13.0,,https://pbs.twimg.com/media/C74kWqoU8AEaf3v.jpg,1,giant_schnauzer,0.346468,1,flat-coated_retriever,0.218451,1,Labrador_retriever,0.10802,1,10226,34394
130,846042936437604353,2017-03-26 16:55:29+00:00,Twitter for iPhone,Meet Jarvis. The snow pupsets him. Officially ready for summer.,https://twitter.com/dog_rates/status/846042936437604353/photo/1,Jothersrvis,,,,,2017-03-26,10.0,12.0,,https://pbs.twimg.com/media/C72_iaUVUAEhZSn.jpg,1,golden_retriever,0.96111,1,Labrador_retriever,0.0166952,1,Tibetan_mastiff,0.00908153,1,3224,17256
131,845677943972139009,2017-03-25 16:45:08+00:00,Twitter for iPhone,"C'mon guys. Please only send in dogs. We only rate dogs, not Exceptional-Tongued Peruvian Floor Bears. Thank you...",https://twitter.com/dog_rates/status/845677943972139009/photo/1,others,,,,,2017-03-25,10.0,12.0,,https://pbs.twimg.com/media/C7xzmngWkAAAp9C.jpg,1,chow,0.8086810000000001,1,groenendael,0.123141,1,Newfoundland,0.0221432,1,5365,27154
132,845397057150107648,2017-03-24 22:08:59+00:00,Twitter for iPhone,Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD.,"https://www.gofundme.com/help-save-a-pup,https://twitter.com/dog_rates/status/845397057150107648/photo/1,https://twitter.com/dog_rates/status/845397057150107648/photo/1",Mimosothers,doggo,,,,2017-03-24,10.0,13.0,doggo,https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg,1,Dandie_Dinmont,0.394404,1,Maltese_dog,0.1865369999999999,1,West_Highland_white_terrier,0.1819849999999999,1,2072,8241
133,845306882940190720,2017-03-24 16:10:40+00:00,Twitter for iPhone,This is Pickles. She's a silly pupper. Thinks she's a dish.,https://twitter.com/dog_rates/status/845306882940190720/photo/1,Pickles,,,pupper,,2017-03-24,10.0,12.0,pupper,https://pbs.twimg.com/media/C7siH5DXkAACnDT.jpg,1,Irish_water_spaniel,0.567475,1,Labrador_retriever,0.169496,1,curly-coated_retriever,0.101518,1,6039,25225
134,844973813909606400,2017-03-23 18:07:10+00:00,Twitter for iPhone,This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here.,https://twitter.com/dog_rates/status/844973813909606400/photo/1,Brothersdy,,,,,2017-03-23,10.0,12.0,,https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg,1,Labrador_retriever,0.742421,1,golden_retriever,0.195218,1,Chihuahua,0.0173200999999999,1,3617,16361
135,844704788403113984,2017-03-23 00:18:10+00:00,Twitter for iPhone,This is Luna. It's her first time outside and a bee stung her nose. Completely h*ckin uncalled for.,https://twitter.com/dog_rates/status/844704788403113984/photo/1,Lunothers,,,,,2017-03-23,10.0,13.0,,https://pbs.twimg.com/media/C7j-hkSW0AIxCZC.jpg,1,Labrador_retriever,0.980213,1,golden_retriever,0.00701167,1,beagle,0.00314697,1,11633,42022
136,844223788422217728,2017-03-21 16:26:50+00:00,Twitter for iPhone,This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself.,https://twitter.com/dog_rates/status/844223788422217728/photo/1,Mothersrgo,,,,,2017-03-21,10.0,12.0,,https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg,1,Labrador_retriever,0.71951,1,Chesapeake_Bay_retriever,0.122019,1,Newfoundland,0.0388276,1,2450,14753
137,843856843873095681,2017-03-20 16:08:44+00:00,Twitter for iPhone,Say hello to Sadie and Daisy. They do all their shopping together. Can never agree on what to get. Like an old married pupple. Both,https://twitter.com/dog_rates/status/843856843873095681/photo/1,Sothersdie,,,,,2017-03-20,10.0,12.0,,https://pbs.twimg.com/media/C7X7Ui0XgAA3m19.jpg,1,Labrador_retriever,0.92254,1,golden_retriever,0.0743578,1,Great_Pyrenees,0.00232495,1,5220,23211
138,843604394117681152,2017-03-19 23:25:35+00:00,Twitter for iPhone,This is Hank. He's been outside for 3 minutes and already made a friend. Way to go Hank.,https://twitter.com/dog_rates/status/843604394117681152/photo/1,Hothersnk,,,,,2017-03-19,10.0,11.0,,https://pbs.twimg.com/media/C7UVuE_U0AI8GGl.jpg,1,Labrador_retriever,0.430583,1,golden_retriever,0.263581,1,Great_Pyrenees,0.179385,1,3081,18310
139,843235543001513987,2017-03-18 22:59:54+00:00,Twitter for iPhone,This is Tycho. She just had new wheels installed. About to do a zoom. 0-60 in 2.4 seconds.,"https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1,https://twitter.com/dog_rates/status/843235543001513987/photo/1",Tycho,,,,,2017-03-18,10.0,13.0,,https://pbs.twimg.com/media/C7PGQJAWwAAibui.jpg,1,Pembroke,0.958452,1,Cardigan,0.0237699,1,Chihuahua,0.00526936,1,6852,23315
140,842846295480000512,2017-03-17 21:13:10+00:00,Twitter for iPhone,This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day.,https://twitter.com/dog_rates/status/842846295480000512/photo/1,Chothersrlie,,,,,2017-03-17,10.0,13.0,,https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg,1,Labrador_retriever,0.461076,1,golden_retriever,0.154946,1,Chihuahua,0.110249,1,4023,16440
141,842535590457499648,2017-03-17 00:38:32+00:00,Twitter for iPhone,This is Winnie. She lost her body saving a children's hospital from an avalanche.,https://twitter.com/dog_rates/status/842535590457499648/photo/1,Winnie,,,,,2017-03-17,10.0,13.0,,https://pbs.twimg.com/media/C7FJpgVW4AIDzi6.jpg,1,Pembroke,0.685084,1,Cardigan,0.314608,1,basenji,0.000159824,1,3937,19637
142,842115215311396866,2017-03-15 20:48:07+00:00,Twitter for iPhone,This is Bentley. It's his first time going to the beach. I think he's a fan.,"https://twitter.com/dog_rates/status/842115215311396866/photo/1,https://twitter.com/dog_rates/status/842115215311396866/photo/1,https://twitter.com/dog_rates/status/842115215311396866/photo/1",Bentley,,,,,2017-03-15,10.0,12.0,,https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg,1,chow,0.293493,1,Newfoundland,0.181336,1,schipperke,0.1251519999999999,1,3386,15204
143,841314665196081154,2017-03-13 15:47:01+00:00,Twitter Web Client,This is Max. There's no way in h*ck you're taking his pacifier. Binky promises it's not happening.,https://twitter.com/dog_rates/status/841314665196081154/video/1,Mothersx,,,,,2017-03-13,10.0,13.0,,https://pbs.twimg.com/ext_tw_video_thumb/841311812641533952/pu/img/sBUGt8u76n9azPWI.jpg,1,Afghan_hound,0.903712,1,Saluki,0.0352149999999999,1,bloodhound,0.0265655,1,5312,17305
144,841077006473256960,2017-03-13 00:02:39+00:00,Twitter for iPhone,This is Dawn. She's just checking pup on you. Making sure you're doing okay.,https://twitter.com/dog_rates/status/841077006473256960/photo/1,Dotherswn,,,,,2017-03-13,10.0,12.0,,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1,Brittany_spaniel,0.962985,1,Blenheim_spaniel,0.0148199999999999,1,clumber,0.00955711,1,5991,24926
145,840632337062862849,2017-03-11 18:35:42+00:00,Twitter for iPhone,Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both,"https://www.gofundme.com/3hgsuu0,https://twitter.com/dog_rates/status/840632337062862849/photo/1",Mothersddie,,,,,2017-03-11,10.0,12.0,,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,1,golden_retriever,0.711148,1,cocker_spaniel,0.1579289999999999,1,Labrador_retriever,0.0595818999999999,1,1972,9761
146,840268004936019968,2017-03-10 18:27:58+00:00,Twitter for iPhone,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop.,"https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1,https://twitter.com/dog_rates/status/840268004936019968/photo/1",Monty,,,,,2017-03-10,10.0,12.0,,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,3,Chesapeake_Bay_retriever,0.8639870000000001,1,Labrador_retriever,0.0526323,1,kelpie,0.0325736,1,6497,20950
147,839990271299457024,2017-03-10 00:04:21+00:00,Twitter for iPhone,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af.,"https://twitter.com/dog_rates/status/839990271299457024/photo/1,https://twitter.com/dog_rates/status/839990271299457024/photo/1",Sojourner,,,,,2017-03-10,10.0,13.0,,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2,Staffordshire_bullterrier,0.604938,1,American_Staffordshire_terrier,0.31154,1,Boston_bull,0.0371591,1,2597,14640
148,839239871831150596,2017-03-07 22:22:32+00:00,Twitter for iPhone,This is Odie. He's big.,"https://twitter.com/dog_rates/status/839239871831150596/photo/1,https://twitter.com/dog_rates/status/839239871831150596/photo/1,https://twitter.com/dog_rates/status/839239871831150596/photo/1",Odie,,,,,2017-03-07,10.0,13.0,,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,3,Leonberg,0.927021,1,Newfoundland,0.0500091,1,Saint_Bernard,0.0107278,1,7422,29684
149,838921590096166913,2017-03-07 01:17:48+00:00,Twitter for iPhone,This is Arlo. He's officially the king of snowy tongue slips.,https://twitter.com/dog_rates/status/838921590096166913/photo/1,Arlo,,,,,2017-03-07,10.0,13.0,,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,1,Border_terrier,0.664538,1,Brabancon_griffon,0.170451,1,Yorkshire_terrier,0.0878236,1,2357,12183
150,838476387338051585,2017-03-05 19:48:43+00:00,Twitter for iPhone,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there.,"https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1,https://twitter.com/dog_rates/status/838476387338051585/photo/1",Stothersnley,,,,,2017-03-05,10.0,13.0,,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,3,Great_Pyrenees,0.997692,1,kuvasz,0.00100064,1,Newfoundland,0.000404556,1,5484,24664
151,837820167694528512,2017-03-04 00:21:08+00:00,Twitter for iPhone,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck.","https://twitter.com/dog_rates/status/837820167694528512/photo/1,https://twitter.com/dog_rates/status/837820167694528512/photo/1",others,,,pupper,,2017-03-04,10.0,12.0,pupper,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,1,golden_retriever,0.887625,1,Labrador_retriever,0.0687175,1,kuvasz,0.0303868,1,8952,37277
152,837366284874571778,2017-03-02 18:17:34+00:00,Twitter for iPhone,This is Lucy. She has a portrait of herself on her ear. Excellent for identification pupposes.,https://twitter.com/dog_rates/status/837366284874571778/photo/1,Lucy,,,,,2017-03-02,10.0,13.0,,https://pbs.twimg.com/media/C57sMJwXMAASBSx.jpg,1,American_Staffordshire_terrier,0.660085,1,Staffordshire_bullterrier,0.334947,1,dalmatian,0.00269716,1,6005,23074
153,837110210464448512,2017-03-02 01:20:01+00:00,Twitter for iPhone,This is Clark. He passed pupper training today. Round of appaws for Clark.,https://twitter.com/dog_rates/status/837110210464448512/photo/1,Clothersrk,,,pupper,,2017-03-02,10.0,13.0,pupper,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1,Siberian_husky,0.767696,1,Eskimo_dog,0.217079,1,malamute,0.0116568,1,2731,17480
154,835297930240217089,2017-02-25 01:18:40+00:00,Twitter for iPhone,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't.,https://twitter.com/dog_rates/status/835297930240217089/photo/1,Ash,,,,,2017-02-25,10.0,12.0,,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,1,Rottweiler,0.341276,1,Border_terrier,0.3362199999999999,1,Gordon_setter,0.0454483,1,3381,17847
155,835172783151792128,2017-02-24 17:01:22+00:00,Twitter for iPhone,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you...,"https://twitter.com/dog_rates/status/835172783151792128/photo/1,https://twitter.com/dog_rates/status/835172783151792128/photo/1",others,,,,,2017-02-24,10.0,12.0,,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,2,Border_collie,0.663138,1,collie,0.152494,1,Cardigan,0.0354706,1,6516,28552
156,834786237630337024,2017-02-23 15:25:23+00:00,Twitter for iPhone,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana.,https://twitter.com/dog_rates/status/834786237630337024/photo/1,Tobi,,,,,2017-02-23,10.0,13.0,,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,1,Border_terrier,0.156276,1,Norwegian_elkhound,0.125912,1,Boston_bull,0.0966239,1,6159,22943
157,834458053273591808,2017-02-22 17:41:18+00:00,Twitter for iPhone,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both",https://twitter.com/dog_rates/status/834458053273591808/photo/1,Chester,,,,,2017-02-22,10.0,12.0,,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,1,Rhodesian_ridgeback,0.4686189999999999,1,whippet,0.177531,1,redbone,0.106552,1,1899,10512
158,834209720923721728,2017-02-22 01:14:30+00:00,Twitter for iPhone,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him.,"https://twitter.com/dog_rates/status/834209720923721728/photo/1,https://twitter.com/dog_rates/status/834209720923721728/photo/1",Wilson,,,,,2017-02-22,10.0,12.0,,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,1,golden_retriever,0.754799,1,Pekinese,0.1978609999999999,1,Labrador_retriever,0.00865404,1,5476,22594
159,833863086058651648,2017-02-21 02:17:06+00:00,Twitter for iPhone,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world.,"https://twitter.com/dog_rates/status/833863086058651648/photo/1,https://twitter.com/dog_rates/status/833863086058651648/photo/1",Bentley,,,,,2017-02-21,10.0,12.0,,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,1,kuvasz,0.4949689999999999,1,Great_Pyrenees,0.312632,1,golden_retriever,0.141736,1,2729,14661
160,833826103416520705,2017-02-20 23:50:09+00:00,Twitter for iPhone,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws.,"https://twitter.com/dog_rates/status/833826103416520705/photo/1,https://twitter.com/dog_rates/status/833826103416520705/photo/1",Chothersrlie,,,,,2017-02-20,10.0,13.0,,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,1,Chihuahua,0.438054,1,kelpie,0.149706,1,Pembroke,0.0964805,1,3904,16728
161,833722901757046785,2017-02-20 17:00:04+00:00,Twitter for iPhone,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character.,"https://twitter.com/dog_rates/status/833722901757046785/photo/1,https://twitter.com/dog_rates/status/833722901757046785/photo/1",Bronte,,,,,2017-02-20,10.0,13.0,,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,1,West_Highland_white_terrier,0.918144,1,Maltese_dog,0.0257207,1,Lakeland_terrier,0.0202111,1,3636,22585
162,833479644947025920,2017-02-20 00:53:27+00:00,Twitter for iPhone,This is Poppy. She just arrived.,"https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1,https://twitter.com/dog_rates/status/833479644947025920/photo/1",Poppy,,,,,2017-02-20,10.0,13.0,,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3,golden_retriever,0.727039,1,cocker_spaniel,0.0711398,1,Tibetan_mastiff,0.0486941999999999,1,2357,16258
163,832998151111966721,2017-02-18 17:00:10+00:00,Twitter for iPhone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him.","https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",Rhino,doggo,,,,2017-02-18,10.0,13.0,doggo,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,boxer,0.539036,1,French_bulldog,0.317617,1,bull_mastiff,0.0939285,1,2522,14549
164,832757312314028032,2017-02-18 01:03:09+00:00,Twitter for iPhone,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one.,"https://twitter.com/dog_rates/status/832757312314028032/photo/1,https://twitter.com/dog_rates/status/832757312314028032/photo/1",Willow,,,,,2017-02-18,10.0,13.0,,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,2,Cardigan,0.160888,1,Staffordshire_bullterrier,0.159441,1,Boston_bull,0.154368,1,4127,18423
165,832636094638288896,2017-02-17 17:01:29+00:00,Twitter for iPhone,This is Orion. He just got back from the dentist. Cavity free af.,https://twitter.com/dog_rates/status/832636094638288896/photo/1,Orion,,,,,2017-02-17,10.0,12.0,,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,1,Eskimo_dog,0.5250319999999999,1,Siberian_husky,0.252238,1,malamute,0.2168389999999999,1,3220,17379
166,832369877331693569,2017-02-16 23:23:38+00:00,Twitter for iPhone,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance.,https://twitter.com/dog_rates/status/832369877331693569/photo/1,Chothersrlie,,,,,2017-02-16,10.0,11.0,,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,1,kelpie,0.50469,1,German_short-haired_pointer,0.105208,1,Staffordshire_bullterrier,0.0543385,1,3652,18792
167,832032802820481025,2017-02-16 01:04:13+00:00,Twitter for iPhone,This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that.,"https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",Miguel,doggo,,,,2017-02-16,10.0,12.0,doggo,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1,whippet,0.601712,1,Ibizan_hound,0.152662,1,Italian_greyhound,0.135055,1,4746,13887
168,831911600680497154,2017-02-15 17:02:36+00:00,Twitter for iPhone,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team.,"https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1,https://twitter.com/dog_rates/status/831911600680497154/photo/1",Kuyu,,,,,2017-02-15,10.0,14.0,,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,4,bloodhound,0.777562,1,Great_Dane,0.0474176,1,Leonberg,0.0179431,1,7458,30380
169,831670449226514432,2017-02-15 01:04:21+00:00,Twitter for iPhone,This is Daisy. She has a heart on her butt.,https://twitter.com/dog_rates/status/831670449226514432/photo/1,Dothersisy,,,,,2017-02-15,10.0,13.0,,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,1,Pembroke,0.6248020000000001,1,Cardigan,0.362861,1,Appenzeller,0.00392621,1,2059,11469
170,831650051525054464,2017-02-14 23:43:18+00:00,Twitter for iPhone,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help.","http://www.gofundme.com/bluethewhitehusky,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1,https://twitter.com/dog_rates/status/831650051525054464/photo/1",others,,,,,2017-02-14,10.0,13.0,,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,1,Eskimo_dog,0.530416,1,Siberian_husky,0.180335,1,Norwegian_elkhound,0.104314,1,2243,7908
171,831552930092285952,2017-02-14 17:17:22+00:00,Twitter for iPhone,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes.,https://twitter.com/dog_rates/status/831552930092285952/photo/1,Dutch,,,,,2017-02-14,10.0,13.0,,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,1,Chihuahua,0.257415,1,Pembroke,0.161442,1,French_bulldog,0.0921429,1,2632,9872
172,831315979191906304,2017-02-14 01:35:49+00:00,Twitter Web Client,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible.,"https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1,https://twitter.com/dog_rates/status/831315979191906304/photo/1",others,,,pupper,,2017-02-14,10.0,13.0,pupper,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,4,briard,0.982755,1,soft-coated_wheaten_terrier,0.00908435,1,Bouvier_des_Flandres,0.0046928,1,1264,7117
173,831309418084069378,2017-02-14 01:09:44+00:00,Twitter for iPhone,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both,https://twitter.com/dog_rates/status/831309418084069378/photo/1,Scooter,,,,,2017-02-14,10.0,12.0,,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,1,Doberman,0.3693889999999999,1,kelpie,0.132449,1,Labrador_retriever,0.0747273,1,2786,12819
174,830956169170665475,2017-02-13 01:46:03+00:00,Twitter for iPhone,Say hello to Reggie. He hates puns.,https://twitter.com/dog_rates/status/830956169170665475/video/1,Reggie,,,,,2017-02-13,10.0,12.0,,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,1,kuvasz,0.451516,1,golden_retriever,0.317196,1,English_setter,0.132759,1,1735,8735
175,830097400375152640,2017-02-10 16:53:37+00:00,Twitter for iPhone,Meet Samson. He's absolute fluffy perfection. Easily,"https://www.gofundme.com/sick-baby-samson,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1,https://twitter.com/dog_rates/status/830097400375152640/photo/1",Sothersmson,,,,,2017-02-10,10.0,13.0,,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,4,toy_poodle,0.442713,1,Pomeranian,0.142073,1,Pekinese,0.125745,1,3455,10804
176,829861396166877184,2017-02-10 01:15:49+00:00,Twitter for iPhone,This is Mia. She already knows she's a good dog. You don't have to tell her.,https://twitter.com/dog_rates/status/829861396166877184/photo/1,Miothers,,,,,2017-02-10,10.0,12.0,,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,1,Border_terrier,0.394486,1,Staffordshire_bullterrier,0.3765739999999999,1,American_Staffordshire_terrier,0.0312916,1,2243,13441
177,829501995190984704,2017-02-09 01:27:41+00:00,Twitter for iPhone,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her.,"https://twitter.com/dog_rates/status/829501995190984704/photo/1,https://twitter.com/dog_rates/status/829501995190984704/photo/1",Leo,,,,,2017-02-09,10.0,12.0,,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,1,French_bulldog,0.950851,1,Pekinese,0.0151996,1,pug,0.0110936,1,12224,34913
